item_id,short_title,title,year,period,google_scholar_link,vegetated_strip_description,nation,study_country,study_location,latitute,longitude,studydesign_observational,studydesign_manipulative,Study length (years),Time since intervention (years),spatialscale_plot,spatialscale_field,spatialscale_farm,spatialscale_catchment,spatialscale_regional,spatialscale_notdescribed,measurementquarter_Q1,measurementquarter_Q2,measurementquarter_Q3,measurementquarter_Q4,measurementquarter_notdescribed,farmingsystem_conventional,farmingsystem_organic,farmingsystem_notdescribed,farmingproductionsystem_livestock,farmingproductionsystem_livestockinfo,farmingproductionsystem_croppedfields,farmingproductionsystem_croppedfieldsinfo,farmingproductionsystem_horticulture,farmingproductionsystem_horticultureinfo,farmingproductionsystem_viticulture,farmingproductionsystem_viticultureinfo,farmingproductionsystem_fruit,farmingproductionsystem_fruitinfo,farmingproductionsystem_grassland,farmingproductionsystem_grasslandinfo,farmingproductionsystem_other,farmingproductionsystem_otherinfo,farmingproductionsystem_notdescribed,farmingproductionsystem_notdescribedinfo,vegetationtype_grasses,vegetationtype_grassesinfo,vegetationtype_wildflowers,vegetationtype_wildflowersinfo,vegetationtype_shrubs,vegetationtype_shrubsinfo,vegetationtype_hedgerow,vegetationtype_hedgerowinfo,vegetationtype_trees,vegetationtype_treesinfo,vegetationtype_other,vegetationtype_otherinfo,vegetationtype_notdescribed,vegetationtype_notdescribedinfo,striplocation_withinfield,striplocation_fieldedge,striplocation_riparian,striplocation_notdescribed,stripmanagement_unmanaged,stripmanagement_unmanagedinfo,stripmanagement_soilamendment,stripmanagement_soilamendmentinfo,stripmanagement_soildisturbed,stripmanagement_soildisturbedinfo,stripmanagement_cut,stripmanagement_cutinfo,stripmanagement_grazed,stripmanagement_grazedinfo,stripmanagement_harvested,stripmanagement_harvestedinfo,stripmanagement_sownplanted,stripmanagement_sownplantedinfo,stripmanagement_pesticide,stripmanagement_pesticideinfo,stripmanagement_managedother,stripmanagement_managedotherinfo,stripmanagement_notdescribed,stripmanagement_notdescribedinfo
21569150,Merckx (2010),Shelter benefits less mobile moth species: The field-scale effect of hedgerow trees,2010,2010-2014,http://scholar.google.co.uk/scholar?q=Shelter+benefits+less+mobile+moth+species:+The+field-scale+effect+of+hedgerow+trees&btnG=&hl=en&as_sdt=0%2C5,Field margin,UK,UK,"Stonesfield, Oxfordshire, UK, SP3917",51.619023,-1.226136,Observational,,<1,Not stated,,Field scale,,,,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),Tree with/without margin,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21569151,Merckx (2010),Habitat preference and mobility of Polia bombycina: Are non-tailored agri-environment schemes any good for a rare and localised species?,2010,2010-2014,http://scholar.google.co.uk/scholar?q=Habitat+preference+and+mobility+of+Polia+bombycina:+Are+non-tailored+agri-environment+schemes+any+go&btnG=&hl=en&as_sdt=0%2C5,"Hedgerow, grass margin",UK,UK,"River Evenlode catchment, Oxfordshire, UK",51.619023,-1.226136,Observational,,3,Not stated,,,,,Regional scale,,,Q2,Q3,Q4,,,,Not described,,,,,,,,,,,,,,,Not described,,Grasses,,,,,,Hedgerow,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21569152,Merckx (2009),Optimizing the biodiversity gain from agri-environment schemes,2009,2005-2009,http://scholar.google.co.uk/scholar?q=Optimizing+the+biodiversity+gain+from+agri-environment+schemes&btnG=&hl=en&as_sdt=0%2C5,"Hedgerow, grass margin",UK,UK,Southern England,51.096121,-1.465106,Observational,,<1,Not stated,,,,,Regional scale,,,Q2,Q3,Q4,,,,Not described,,,,,,,,,,,,,,,Not described,,Grasses,,,,,,Hedgerow,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21569154,Merckx (2012),Hedgerow trees and extended-width field margins enhance macro-moth diversity: implications for management,2012,2010-2014,http://scholar.google.co.uk/scholar?q=Hedgerow+trees+and+extended-width+field+margins+enhance+macro-moth+diversity:+implications+for+manag&btnG=&hl=en&as_sdt=0%2C5,Field margin,UK,UK,Oxfordshire,51.619023,-1.226136,Observational,,4,Not stated,,Field scale,,,,,,Q2,Q3,Q4,,,,Not described,,,,,,,,,,,,,Other (please specify),Predominantly arable,,,,,,,,,,,,,Other (please specify),"Tree with/without ""margin""",,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21569155,Meriggi (1991),"HABITAT USE BY PARTRIDGES (PERDIX-PERDIX AND ALECTORIS-RUFA) IN AN AREA OF NORTHERN APENNINES, ITALY",1991,1990-1994,"http://scholar.google.co.uk/scholar?q=HABITAT+USE+BY+PARTRIDGES+(PERDIX-PERDIX+AND+ALECTORIS-RUFA)+IN+AN+AREA+OF+NORTHERN+APENNINES,+ITALY&btnG=&hl=en&as_sdt=0%2C5",Hedgerow,Italy,Italy,Northern Apennines,44.887984,9.817995,Observational,,2,Not stated,,,,,Regional scale,,Q1,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,,,,,,,Hedgerow,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21569159,Messer (2011),Groundwater nitrate reductions within upstream and downstream sections of riparian buffers,2011,2010-2014,http://scholar.google.co.uk/scholar?q=Groundwater+nitrate+reductions+within+upstream+and+downstream+sections+of+riparian+buffers&btnG=&hl=en&as_sdt=0%2C5,Riparian buffer,USA,"North Carolina, USA","Halifax County, north of Enfield, NC",36.264676,-77.607787,Observational,,5,11,,Field scale,,,,,Q1,Q2,Q3,Q4,,Conventional,,,,,Cropped fields (arable),,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),"""The vegetation at the site was planted based on zone, with areas closest to the stream being dominated by oaks ( Quercus spp.), areas midway through the buffer were primarily loblolly pine ( Pinus taeda ), and the field edge consisted of mainly clover ( Trifolium spp.)""",,,,,Riparian,,,,,,,,,,,,,,Sown/planted,,,,,,,
21569165,Millan (2003),Landscape context and carabid beetles (Coleoptera: Carabidae) communities of hedgerows in western France,2003,2000-2004,http://scholar.google.co.uk/scholar?q=Landscape+context+and+carabid+beetles+(Coleoptera:+Carabidae)+communities+of+hedgerows+in+western+Fr&btnG=&hl=en&as_sdt=0%2C5,Hedgerow,France,France,Department of Cotes d'Armor (Brittany),48.510786,-3.326367,Observational,,Not stated,Not stated,,,,,Regional scale,,,,,,Not described,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,,,,,,,Hedgerow,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21569176,Moisan-DeSerres (2015),"Influence of windbreaks and forest borders on abundance and species richness of native pollinators in lowbush blueberry fields in Quebec, Canada",2015,2015-2016,http://scholar.google.co.uk/scholar?q=Influence+of+windbreaks+and+forest+borders+on+abundance+and+species+richness+of+native+pollinators+i&btnG=&hl=en&as_sdt=0%2C5,"Windbreak, forest border",Canada,"Québec, Canada","lbanel (48.926175N, 72.369388W), St-Augustin (48.822036N, 71.846414W), Notre-Dame-de- Lorette (49.014298N, 72.394395W), and St-Eugène (49.002597N, 72.330050W: Northern part of the Lac-St-Jean region",48.822036,-71.846414,Observational,,<1,Not stated,,,Farm scale,,,,,Q2,,,,,,Not described,,,,,,,,,Fruit (orchard),Blueberries,,,,,,,,,,,,,,,Trees,,,,,,,Field edge,,,Unmanaged,,,,,,,,,,,,Sown/planted,,,,,,,
21569182,Momoli (2007),Sediment morphology and distribution in a restored riparian forest,2007,2005-2009,http://scholar.google.co.uk/scholar?q=Sediment+morphology+and+distribution+in+a+restored+riparian+forest&btnG=&hl=en&as_sdt=0%2C5,Riparian forest,Brazil,"São Paulo, Brazil","Iracema reserve located in the Ribeirão Cachoerinha watershed, Iracemápolis (22º35'S and 47º31'W)",-22.58333,-47.516668,Observational,,Not stated,Not stated,Plot scale,,,,,,,,,,Not described,,,Not described,,,Cropped fields (arable),Sugar cane,,,,,,,,,,,,,,,,,,,,,Trees,Restored riparian forest,,,,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,
21569185,Moonen (2001),"The influence of sown margin strips, management and boundary structure on herbaceous field margin vegetation in two neighbouring farms in southern England",2001,2000-2004,"http://scholar.google.co.uk/scholar?q=The+influence+of+sown+margin+strips,+management+and+boundary+structure+on+herbaceous+field+margin+ve&btnG=&hl=en&as_sdt=0%2C5","Sown margin strip, field margin",UK,UK,"Yatesbury, Wiltshire (51 27 N; 1 54 W), Noland's Farm and Manor Farm ",54.137088,-0.79868,Observational,,<1,6,,Field scale,,,,,,Q2,,,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,,Wildflowers,,,,Hedgerow,,,,,,,,,Field edge,,,,,,,,,Cut,Hedgerow coppiced,,,,,Sown/planted,,Pesticide,Herbicide treatment to create sterile strip,,,,
21569189,Moorman (2013),Small mammal use of field borders planted as beneficial insect habitat,2013,2010-2014,http://scholar.google.co.uk/scholar?q=Small+mammal+use+of+field+borders+planted+as+beneficial+insect+habitat&btnG=&hl=en&as_sdt=0%2C5,Field border,USA,"North Carolina, USA","Center for Environmental Farming System's Organic Research Unit outside of Goldsboro, North Carolina",35.383527,-78.036373,,Manipulative,<1,1,Plot scale,,,,,,,Q2,Q3,,,,Organic,,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,"""1) planted native-warm season grasses and native prairie flowers (hereafter, native grasses–flowers), 2) planted native prairie flowers only (here- after, flowers only), 3) fallow, unmanaged vegetation (here- after, fallow), 4) unmanaged vegetation mowed 2–3 times per month (hereafter, mowed)""",Wildflowers,"""1) planted native-warm season grasses and native prairie flowers (hereafter, native grasses–flowers), 2) planted native prairie flowers only (here- after, flowers only), 3) fallow, unmanaged vegetation (here- after, fallow), 4) unmanaged vegetation mowed 2–3 times per month (hereafter, mowed)""",,,,,,,,,,,,Field edge,,,Unmanaged,,,,Soil disturbed,Disking prior to planting,Cut,,,,,,Sown/planted,,,,,,,
21569206,Morris (2001),Foraging habitat selection by yellowhammers (Emberiza citrinella) nesting in agriculturally contrasting regions in lowland England,2001,2000-2004,http://scholar.google.co.uk/scholar?q=Foraging+habitat+selection+by+yellowhammers+(Emberiza+citrinella)+nesting+in+agriculturally+contrast&btnG=&hl=en&as_sdt=0%2C5,Field boundary,UK,UK,"Devon (6 sites), Oxford (10 sites), East Anglia (6 sites)",52.523809,0.702219,Observational,,02-Mar,Not stated,,Field scale,,,,,,,,,Not described,Conventional,Organic,,,,Cropped fields (arable),"winter sown cereals, oil seeds, sugar beet",,,,,,,Grassland,,,,,,Grasses,"grass banks and verges and set-aside grass margins, grass/dirt tracks",,,,,Hedgerow,,,,Other (please specify),"ditches, scrubby field corners and pits",,,,,,Not described,,,,,,,,,,,,,,,,,,,Not described,
21569219,Munoz-Carpena (1999),Modeling hydrology and sediment transport in vegetative filter strips,1999,1995-1999,http://scholar.google.co.uk/scholar?q=Modeling+hydrology+and+sediment+transport+in+vegetative+filter+strips&btnG=&hl=en&as_sdt=0%2C5,Vegetative filter strip,USA,"North Carolina, USA",North Carolina Piedmont,35.398289,-79.034893,,Manipulative,Not stated,Not stated,Plot scale,,,,,,,,,,Not described,,,Not described,,,,,,,,,,,,,,,Not described,,Grasses,"Fescue, bluegrass, bermudagrass",,,Shrubs,bushes,,,Trees,trees,,,,,,Field edge,Riparian,,,,,,,,,,,,,,,,,,,,Not described,
21569233,Nascimbene (2012),Organic farming benefits local plant diversity in vineyard farms located in intensive agricultural landscapes,2012,2010-2014,http://scholar.google.co.uk/scholar?q=Organic+farming+benefits+local+plant+diversity+in+vineyard+farms+located+in+intensive+agricultural+l&btnG=&hl=en&as_sdt=0%2C5,"Grass strip, hedgerow",Italy,Italy,Veneto,45.762333,11.690976,Observational,,<1,Not stated,,,,,Regional scale,,,Q2,,,,Conventional,Organic,,,,,,,,Viticulture,,,,,,,,,,Grasses,,,,,,Hedgerow,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21569236,Nazzi (1989),"Soil invertebrate dynamics of soybean agroecosystems encircled by hedgrows or not in Friuli, Italy. First data",1989,1985-1989,"http://scholar.google.co.uk/scholar?q=Soil+invertebrate+dynamics+of+soybean+agroecosystems+encircled+by+hedgrows+or+not+in+Friuli,+Italy.+&btnG=&hl=en&as_sdt=0%2C5",Hedgerow,Italy,Italy,"Carpeneto, Urdine, Friuli",44.688954,8.614716,Observational,,<1,Not stated,,Field scale,,,,,,Q2,Q3,,,Conventional,,,,,Cropped fields (arable),Soy,,,,,,,,,,,,,,,,,,,Hedgerow,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21569247,Nieminen (2011),Local land use effects and regional environmental limits on earthworm communities in Finnish arable landscapes,2011,2010-2014,http://scholar.google.co.uk/scholar?q=Local+land+use+effects+and+regional+environmental+limits+on+earthworm+communities+in+Finnish+arable+&btnG=&hl=en&as_sdt=0%2C5,Field margin,Finland,Finland,"Rovaniemi, Ruuki, Sotkamo, Toholampi, Maanika, Ylistaero, Laukaa, Juva, Palkane, Jokioinen, Mietoinen",62.330376,25.799232,Observational,,2,Not stated,,,,,Regional scale,,,,Q3,Q4,,,,Not described,Livestock,Pasture,Cropped fields (arable),Cereal,,,,,,,Grassland,Hay production,,,Not described,"2% of land was in ""other use""",Grasses,,,,Shrubs,,,,Trees,,Other (please specify),Herbs,,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,
21569254,Noij (2012),Effectiveness of Unfertilized Buff er Strips for Reducing Nitrogen Loads from Agricultural Lowland to Surface Waters,2012,2010-2014,http://scholar.google.co.uk/scholar?q=Effectiveness+of+Unfertilized+Buff+er+Strips+for+Reducing+Nitrogen+Loads+from+Agricultural+Lowland+t&btnG=&hl=en&as_sdt=0%2C5,Buffer strip,The Netherlands,The Netherlands,"Beltrum, Zegveld, Winterswijk, Loon op Zand, Lelystad",52.139445,4.836389,,Manipulative,5,2,,,,,Regional scale,,,,,,Not described,,,Not described,Livestock,Grazed grassland,Cropped fields (arable),Maize,,,,,,,Grassland,"Grassland, fodder maize, grass winter crop",,,,,Grasses,,,,,,,,,,,,,,,,Riparian,,,,,,,,,,,,,,Sown/planted,,,,,,,
21569255,Noij (2013),Effectiveness of buffer strips without added fertilizer to reduce phosphorus loads from flat fields to surface waters,2013,2010-2014,http://scholar.google.co.uk/scholar?q=Effectiveness+of+buffer+strips+without+added+fertilizer+to+reduce+phosphorus+loads+from+flat+fields+&btnG=&hl=en&as_sdt=0%2C5,Buffer strip,The Netherlands,The Netherlands,"Beltrum, Zegveld, Winterswijk, Loon op Zand, Lelystad",52.139445,4.836389,,Manipulative,5,2,,,,,Regional scale,,,,,,Not described,,,Not described,Livestock,Grazed grassland,Cropped fields (arable),Maize,,,,,,,Grassland,"Grassland, fodder maize, grass winter crop",,,,,Grasses,,,,,,,,,,,,,,,,Riparian,,,,,,,,,,,,,,Sown/planted,,,,,,,
21569256,Noij (2012),Effectiveness of Unfertilized Buff er Strips for Reducing Nitrogen Loads from Agricultural Lowland to Surface Waters,2012,2010-2014,http://scholar.google.co.uk/scholar?q=Effectiveness+of+Unfertilized+Buff+er+Strips+for+Reducing+Nitrogen+Loads+from+Agricultural+Lowland+t&btnG=&hl=en&as_sdt=0%2C5,Buffer strip,The Netherlands,The Netherlands,"Beltrum (52 04 56 N, 6 32 11 E), Zegveld (52 8 22 N, 4 50 11 E), Winterswijk (51 54 57 N, 6 43 22 E), Loon op Zand (51 37 28 N, 5 5 36 E), Lelystad (52 32 25 N, 5 33 21 E)",52.139445,4.836389,Observational,,5,5,,Field scale,,,Regional scale,,Q1,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),,,,,,,,Grassland,,,,,,Grasses,,,,,,,,,,,,,,,,Riparian,,Unmanaged,,,,,,,,,,,,Sown/planted,,,,,,,
21569258,Noordijk (2010),Invertebrates in field margins: taxonomic group diversity and functional group abundance in relation to age,2010,2010-2014,http://scholar.google.co.uk/scholar?q=Invertebrates+in+field+margins:+taxonomic+group+diversity+and+functional+group+abundance+in+relation&btnG=&hl=en&as_sdt=0%2C5,Field margin,The Netherlands,The Netherlands,"Zeeland (51 10-52 0 N, 3 10-4 20 E)",51.494035,3.849687,Observational,,2,11,,,Farm scale,,Regional scale,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,"""The margins were sown either with a flower mixture (98 margins, comprising indigenous species, exotics and cultivars, e.g., Cichorium intybus , Chrysanthemum segetum , Cen- taurea cyanus , Helianthus annuus , Leucanthemeum vulgare , Malva spp., Papaver spp., Phacelia tanacetifolia , Silene spp., Trifolium spp., Sinapis alba and Tripleurospermum maritimum ), or with a grass mixture (35 margins, consisting predominantly of Festuca arundinacea , Poa pratensis , Dactylis glomerata and Phleum pratense )""",Wildflowers,"""The margins were sown either with a flower mixture (98 margins, comprising indigenous species, exotics and cultivars, e.g., Cichorium intybus , Chrysanthemum segetum , Cen- taurea cyanus , Helianthus annuus , Leucanthemeum vulgare , Malva spp., Papaver spp., Phacelia tanacetifolia , Silene spp., Trifolium spp., Sinapis alba and Tripleurospermum maritimum ), or with a grass mixture (35 margins, consisting predominantly of Festuca arundinacea , Poa pratensis , Dactylis glomerata and Phleum pratense )""",,,,,,,,,,,,Field edge,Riparian,,,,,,,,Cut,,,,,,Sown/planted,,Pesticide,Targetted use of herbicides is permitted,,,,
21569260,Nord (1991),Shelter effects of vegetation belts - Results of field measurements,1991,1990-1994,http://scholar.google.co.uk/scholar?q=Shelter+effects+of+vegetation+belts+-+Results+of+field+measurements&btnG=&hl=en&as_sdt=0%2C5,Shelterbelt,Sweden,Sweden,4 km to the NW of the central parts of the town of Uppsala in the middle of Sweden; Valaholm is situated about 10 km to the north of Lund in the south of Sweden; Gullbranna is situated some 10 km to the SE of the town of Halmstad and less than 1 km from the west coast of Sweden; Stiby is situated about 3 km from the coast (the Baltic) and about 10 km to the SE of the small town of Solvesborg.,multiple,multiple,Observational,,2,Not stated,,,,,Regional scale,,Q1,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),winter rape,,,,,,,,,,,Not described,,,,,,,,Hedgerow,"Caragana, spruce",Trees,"Poplar, birch, maple, bird-cherry, rowan",,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21569266,Nowak (2004),Enchytraeids (Oligochaeta) in the agricultural landscape,2004,2000-2004,http://scholar.google.co.uk/scholar?q=Enchytraeids+(Oligochaeta)+in+the+agricultural+landscape&btnG=&hl=en&as_sdt=0%2C5,Shelterbelt,Poland,Poland,Turew,52.058832,16.826234,Observational,,2,Various,,Field scale,,,,,,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),"Maize, wheat",,,,,,,,,,,,,,,,,,,,,Trees,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21569267,Nowak (2007),"Enchytraeids (Enchytraeidae, Oligochaeta) in midfield shelterbelts of different age and in adjoining croplands",2007,2005-2009,"http://scholar.google.co.uk/scholar?q=Enchytraeids+(Enchytraeidae,+Oligochaeta)+in+midfield+shelterbelts+of+different+age+and+in+adjoining&btnG=&hl=en&as_sdt=0%2C5",Shelterbelt,Poland,Poland,"Turew area (Pozna_ province, Western Poland)",52.058832,16.826234,Observational,,2-3; 1.5 for soil samples,06-Nov,,Field scale,,,,,Q1,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),"wheat, maize, barley",,,,,,,,,,,,,,,,,,,,,Trees,"oak, maple, birch, beech, elm, pine and other species",,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21569272,Nuutinen (2011),Field margins and management affect settlement and spread of an introduced dew-worm (Lumbricus terrestris L.) population,2011,2010-2014,http://scholar.google.co.uk/scholar?q=Field+margins+and+management+affect+settlement+and+spread+of+an+introduced+dew-worm+(Lumbricus+terre&btnG=&hl=en&as_sdt=0%2C5,Field margin,Finland,Finland,"Kotkanoja Jokioinen, southwestern Finland (60 49 N, 23 30 E)",60.816667,23.5,,Manipulative,<1,Not stated,Plot scale,,,,,,,,Q3,Q4,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,,,,,,,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21569273,Ó (2014),Field margins: a comparison of establishment methods and effects on hymenopteran parasitoid communities,2014,2010-2014,http://scholar.google.co.uk/scholar?q=Field+margins:+a+comparison+of+establishment+methods+and+effects+on+hymenopteran+parasitoid+communit&btnG=&hl=en&as_sdt=0%2C5,Field margin,Ireland,Ireland,"Teagasc Research Centre, Johnstown Castle, Co. Wexford in S.E. Ireland (5217_N, 630_W)",52.283665,-6.500506,,Manipulative,06-Jul,1,Plot scale,,,,,,,,Q3,,,Conventional,,,Livestock,Cattle,,,,,,,,,,,,,,,Grasses,,Wildflowers,,,,,,,,,,,,,Field edge,,,,,,,Soil disturbed,rotavated,Cut,Mown annually in autumn and cuttings removed ,Grazed,,,,Sown/planted,,Pesticide,Glyphosate,,Fenced,,
21569278,Oberg (2007),Influence of habitat type and surrounding landscape on spider diversity in Swedish agroecosystems,2007,2005-2009,http://scholar.google.co.uk/scholar?q=Influence+of+habitat+type+and+surrounding+landscape+on+spider+diversity+in+Swedish+agroecosystems&btnG=&hl=en&as_sdt=0%2C5,Field margin,Sweden,Sweden,"Around Uppsala, Sweden (59 51'N;178 41'E)",59.821749,17.616616,Observational,,<1,Not stated,,Field scale,,,,,,Q2,,,,,Organic,,,,Cropped fields (arable),"barley, oats",,,,,,,,,,,,,Grasses,,,,,,,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21569280,Ocampo (2006),Nitrate attenuation in agricultural catchments: Shifting balances between transport and reaction,2006,2005-2009,http://scholar.google.co.uk/scholar?q=Nitrate+attenuation+in+agricultural+catchments:+Shifting+balances+between+transport+and+reaction&btnG=&hl=en&as_sdt=0%2C5,Riparian zone,Australia,"Western Australia, Australia","Susanna Brook, 25 km east of Perth (31 50 S, 116 8 E)",-31.833409,116.133254,,Manipulative,<1,Not stated,Plot scale,,,,,,,Q2,Q3,Q4,,,,Not described,Livestock,,Cropped fields (arable),,,,,,,,,,,,,,,,,,,,,,,,,,Not described,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,
21569285,Ogbuehi (1981),INFLUENCE OF WINDBREAK SHELTER ON SOYBEAN GLYCINE-MAX PRODUCTION UNDER RAINFED CONDITIONS,1981,1980-1984,http://scholar.google.co.uk/scholar?q=INFLUENCE+OF+WINDBREAK+SHELTER+ON+SOYBEAN+GLYCINE-MAX+PRODUCTION+UNDER+RAINFED+CONDITIONS&btnG=&hl=en&as_sdt=0%2C5,Windbreak,USA,"Nebraska, USA","University of Nebraska, Lincoln Field Laboratory, Mead (40 29'N 96 30'W)",41.453032,-96.414606,,Manipulative,2,14,Plot scale,,,,,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),Soybean,,,,,,,,,,,,,,,,,,,,,Trees,"Green ash, Austrian pine, Eastern Red Cedar",,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,
21569290,Olechowicz (2004),"Soil-litter macrofauna in the mixed forest and midfield shelterbelts of different age (Turew area, West Poland)",2004,2000-2004,"http://scholar.google.co.uk/scholar?q=Soil-litter+macrofauna+in+the+mixed+forest+and+midfield+shelterbelts+of+different+age+(Turew+area,+W&btnG=&hl=en&as_sdt=0%2C5",Shelterbelt,Poland,Poland,"Turew, Poznan, west Poland",52.058832,16.826234,Observational,,2,Various,,Field scale,,,,,,Q2,Q3,Q4,,,,Not described,,,,,,,,,,,,,,,Not described,,,,,,,,,,Trees,,,,,,Within field,,,,,,,,,,,,,,,,Sown/planted,,,,,,,
