item_id,short_title,title,year,period,google_scholar_link,vegetated_strip_description,nation,study_country,study_location,latitute,longitude,studydesign_observational,studydesign_manipulative,Study length (years),Time since intervention (years),spatialscale_plot,spatialscale_field,spatialscale_farm,spatialscale_catchment,spatialscale_regional,spatialscale_notdescribed,measurementquarter_Q1,measurementquarter_Q2,measurementquarter_Q3,measurementquarter_Q4,measurementquarter_notdescribed,farmingsystem_conventional,farmingsystem_organic,farmingsystem_notdescribed,farmingproductionsystem_livestock,farmingproductionsystem_livestockinfo,farmingproductionsystem_croppedfields,farmingproductionsystem_croppedfieldsinfo,farmingproductionsystem_horticulture,farmingproductionsystem_horticultureinfo,farmingproductionsystem_viticulture,farmingproductionsystem_viticultureinfo,farmingproductionsystem_fruit,farmingproductionsystem_fruitinfo,farmingproductionsystem_grassland,farmingproductionsystem_grasslandinfo,farmingproductionsystem_other,farmingproductionsystem_otherinfo,farmingproductionsystem_notdescribed,farmingproductionsystem_notdescribedinfo,vegetationtype_grasses,vegetationtype_grassesinfo,vegetationtype_wildflowers,vegetationtype_wildflowersinfo,vegetationtype_shrubs,vegetationtype_shrubsinfo,vegetationtype_hedgerow,vegetationtype_hedgerowinfo,vegetationtype_trees,vegetationtype_treesinfo,vegetationtype_other,vegetationtype_otherinfo,vegetationtype_notdescribed,vegetationtype_notdescribedinfo,striplocation_withinfield,striplocation_fieldedge,striplocation_riparian,striplocation_notdescribed,stripmanagement_unmanaged,stripmanagement_unmanagedinfo,stripmanagement_soilamendment,stripmanagement_soilamendmentinfo,stripmanagement_soildisturbed,stripmanagement_soildisturbedinfo,stripmanagement_cut,stripmanagement_cutinfo,stripmanagement_grazed,stripmanagement_grazedinfo,stripmanagement_harvested,stripmanagement_harvestedinfo,stripmanagement_sownplanted,stripmanagement_sownplantedinfo,stripmanagement_pesticide,stripmanagement_pesticideinfo,stripmanagement_managedother,stripmanagement_managedotherinfo,stripmanagement_notdescribed,stripmanagement_notdescribedinfo,intervention_presence,intervention_presenceinfo,intervention_location,intervention_locationinfo,intervention_dimension,intervention_dimensioninfo,intervention_structure,itervention_structureinfo,intervention_management,intervention_managementinfo,intervention_vegetationtype,intervention_vegetationtypeinfo,intervention_management,intervention_managementinfo,intervention_other,intervention_otherinfo,intervention_transect,intervention_transectinfo,intervention_notdescribed,intervention_notdescribedinfo,outcome_biodiversityaquatic,outcome_biodiversityaquaticinfo,outcome_biodiversitysemiaquatic,outcome_biodiversitysemiaquaticinfo,outcome_biodiversityterrestrial,outcome_biodiversityterrestrialinfo,outcome_pollination,outcome_pollinationinfo,outcome_gamespecies,outcome_gamespeciesinfo,outcome_pestcontrol,outcome_pestcontrolinfo,outcome_nutrientsn,outcome_nutrientsninfo,outcome_nutrientsp,outcome_nutrientsninfo,outcome_soillossretention,outcome_soillossretentioninfo,outcome_soilsedimentchem,outcome_soilsedimentcheminfo,outcome_waterchem,outcome_watercheminfo,outcome_soilsedimentphys,outcome_soilsedimentphysinfo,outcome_waterlossretention,outcome_waterlossretentioninfo,outcome_economic,outcome_economicinfo,outcome_ghgs,outcome_ghgsinfo,outcome_pesticides,outcome_pesticidesinfo,outcome_toxins,outcome_toxinsinfo,outcome_wind,outcome_windinfo,outcome_gmpollen,outcome_gmpolleninfo,outcome_yield,outcome_yieldinfo,outcome_social,outcome_socialinfo,outcome_recreation,outcome_recreationinfo,outcome_other,outcome_otherinfo,outcome_pathogens,outcome_pathogensinfo,outcome_noncropyield,outcome_noncropyieldinfo,outcome_light,outcome_lightinfo,outcome_habitat,outcome_habitatinfo,outcome_climate,outcome_climateinfo,outcome_microbes,outcome_microbesinfo,outcome_physiology,outcome_physiologyinfo,es_provisioning_food,es_provisioning_freshwater,es_provisioning_fibrefuel,es_provisioning_biochemicalproducts,es_provisioning_geneticmaterials,es_regulating_climateregulation,es_regulating_hydrologicalregimes,es_regulating_pollutioncontrol,es_regulating_erosionprotection,es_regulating_naturalhazards,es_regulating_pestregulation,es_regulating_nutrientcycling,es_cultural_piritualinspirational,es_cultural_recreational,es_cultural_aesthetic,es_cultural_educational,es_supporting_biodiversity,es_supporting_pollination,es_supporting_soilformation
21985896,Nentwig (1988),Augmentation of beneficial arthropods by strip-management - 1. Succession of predacious arthropods and long-term change in the ratio of phytophagous and predacious arthropods in a meadow,1988,1985-1989,http://scholar.google.co.uk/scholar?q=Augmentation+of+beneficial+arthropods+by+strip-management+-+1.+Succession+of+predacious+arthropods+a&btnG=&hl=en&as_sdt=0%2C5,Strip,Germany,Germany,Botanical Gardens of the University of Marburg,50.801764,8.809314,,Manipulative,5,4,Plot scale,,,,,,,Q2,Q3,,,,,Not described,,,,,,,,,,,Grassland,,,,,,,,,,,,,,,,,,Not described,,Within field,,,,,,,,,,Cut,,,,,,,,,,,,,,Strip presence,Before versus after,,,,,,,Strip management,Mown versus unmown,,,,,,,,,,,,,,,Biodiversity (terrestrial),"Predaceous and parasitoid arthropod abundance, species richness, biomass and diversity",,,,,Pest control,"Predaceous and parasitoid arthropod abundance, species richness, biomass and diversity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pest regulation,,,,,,Biodiversity,,
21985897,Nentwig (1989),Augmentation of beneficial arthropods by strip-management. II. Successional strips in a winter wheat field,1989,1985-1989,http://scholar.google.co.uk/scholar?q=Augmentation+of+beneficial+arthropods+by+strip-management.+II.+Successional+strips+in+a+winter+wheat&btnG=&hl=en&as_sdt=0%2C5,Succesional strip,Germany,Germany,"Near Hiddenhausen-Eilhausen, Herford, North Germany",52.170976,8.629226,,Manipulative,2,2,Plot scale,,,,,,Q1,Q2,Q3,Q4,,Conventional,,,,,Cropped fields (arable),winter wheat,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),"Clover, lupins and winter rape",,,Within field,,,,,,,,,,,,,,,,Sown/planted,,,,,,,,Strip presence,successional strip vs control area (for species composition and degree of vegetation cover of weeds),,,,,,,,,,,,,,,Transect into field/across vegetative strip,successional strips vs wheat field,,,,,,,Biodiversity (terrestrial),,,,,,Pest control,activity density of arthropods ,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop yield/farming outputs,winter wheat yield,,,,,,,,,,,,,,,,,,,,,Food,,,,,,,,,,Pest regulation,,,,,,Biodiversity,,
21985904,Staniland (2000),#NAME?,2000,2000-2004,http://scholar.google.co.uk/scholar?q=-+Effectiveness+of+border+areas+in+confining+the+spread+of+transgenic+Brassica+napus+pollen&btnG=&hl=en&as_sdt=0%2C5,Border,Canada,"Manitoba, Canada","University of Manitoba Research Farm at Carman, and University of Manitoba campus at Winnipeg",49.501818,-98.027535,,Manipulative,2,1,,Field scale,,,,,,,Q3,,,Conventional,,,,,Cropped fields (arable),bromoxynil-herbicide-resistant transgenic Brassica napus,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),"bromoxynil susceptible non-transgenic Brassica napus (50:50 mixture of the B. napus cultivars, Legend and Cyclone)",,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,Strip type (structure),"North, East, South and West field borders",,,,,,,,,Transect into field/across vegetative strip,0-30m transect into border from source of pollen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GM pollen,"Percentage outcrossing, number of resistant plants",,,,,,,,,,,,,,,,,,,,,,,,,,,Genetic materials,,,,,,,,,,,,,,
21985905,Thomas (1991),Creation of Island Habitats in Farmland to Manipulate Populations of Beneficial Arthropods - Predator Densities and Emigration,1991,1990-1994,http://scholar.google.co.uk/scholar?q=Creation+of+Island+Habitats+in+Farmland+to+Manipulate+Populations+of+Beneficial+Arthropods+-+Predato&btnG=&hl=en&as_sdt=0%2C5,Within-field refuge,UK,UK,North hampshire,51.08503,-1.310407,,Manipulative,2,Not stated,Plot scale,Field scale,,,,,Q1,,,Q4,,Conventional,,,,,Cropped fields (arable),Cereal,,,,,,,,,,,,,Grasses,,Wildflowers,,,,,,,,,,,,Within field,,,,,,,,,,,,,,,,Sown/planted,,Pesticide,Glyphosate,,,,,,,,,,,,,,,Vegetation type,"4 species of grass in monocultures: 1) Dactylis glomerata, 2) Lolium perenne, 3) Agrostis stolonifera, 4) Holcus lanatus. 2 mixtures, 5) 1 excluding Agrostis stolonifera, 6) 1 with all four species), 7) bare ground control, 8) flowering plants",,,,,Transect into field/across vegetative strip,,,,,,,,Biodiversity (terrestrial),Benefitial predatory arthropod abundance,,,,,Pest control,Benefitial predatory arthropod abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate/microclimate,Temperature variance,,,,,,,,,,Climate regulation,,,,,Pest regulation,,,,,,Biodiversity,,
21985907,Wyss (1995),The effects of weed strips on aphids and aphidophagous predators in an apple orchard,1995,1995-1999,http://scholar.google.co.uk/scholar?q=The+effects+of+weed+strips+on+aphids+and+aphidophagous+predators+in+an+apple+orchard&btnG=&hl=en&as_sdt=0%2C5,Weed strip,Switzerland,Switzerland,near Basel,47.560047,7.589867,,Manipulative,3,1,Plot scale,,,,,,Q1,Q2,Q3,Q4,,,Organic,,,,,,,,,,Fruit (orchard),Apple,,,,,,,Grasses,,,,,,,,,,Other (please specify),"Weeds: Achillea millefolium, Cichorium intybus, Borago officinalis, Echium vulgare, Centaurea cyanus, Hypericum perforatum, Centaurea jacea, Medicago lupulina, Daucus carota, Oenothera biennis, Knautia arvensis, Leucanthemum vulgate, Syrnphytmn officinalis, Lotus corniculatus, Tanacetum vulgare, Matricaria chamomilla, Tritbliurn pratense, Onobrychis viciifolia, Verbascum densiflorum, Pastinaca sativa",,,Within field,Field edge,,,,,,,,,,,,,,,Sown/planted,,,,,,,,Strip presence,Area with weed strip and border vs area with no weed strip and border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pest control,"Aphid abundance, aphid colony abundance, aphid predator abundance, predaceous arthropod abundance, spider abundance, number of infested trees, degree of aphid infestation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pest regulation,,,,,,Biodiversity,,
21985910,Wyss (1995),The impact of spiders on aphid populations in a strip-managed apple orchard,1995,1995-1999,http://scholar.google.co.uk/scholar?q=The+impact+of+spiders+on+aphid+populations+in+a+strip-managed+apple+orchard&btnG=&hl=en&as_sdt=0%2C5,Weed strip,Switzerland,Switzerland,Berne,46.947974,7.447447,,Manipulative,<1,1,Plot scale,,,,,,Q1,Q2,Q3,Q4,,Conventional,,,,,,,,,,,Fruit (orchard),Apple,,,,,,,,,,,,,,,,,Other (please specify),Weeds,,,Within field,Field edge,,,,,,,,,,,,,,,Sown/planted,,,,,,,,Strip presence,With versus without trips,,,,,,,,,,,,,,,,,,,,,,,Biodiversity (terrestrial),"Aphid colony abundance, aphidophagous insect abundance, spider abundance and species composition, spider web density and size",,,,,Pest control,"Aphid colony abundance, aphidophagous insect abundance, spider abundance and species composition, spider web density and size",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pest regulation,,,,,,Biodiversity,,
21985911,Zangger (1994),The positive influence of strip-management on carabid beetles in a cereal field: Accessibility of food and reproduction in Poecilus cupreus,1994,1990-1994,http://scholar.google.co.uk/scholar?q=The+positive+influence+of+strip-management+on+carabid+beetles+in+a+cereal+field:+Accessibility+of+fo&btnG=&hl=en&as_sdt=0%2C5,Wildflower strip,Switzerland,Switzerland,Not stated,46.74123,8.241736,,Manipulative,3,3,,Field scale,,,,,Q1,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),Cereal,,,,,,,,,,,,,,,Wildflowers,,,,,,,,,,,,Within field,Field edge,,,,,,,Soil disturbed,Cultivation,,,,,,,,,,,,,,,Strip presence,With versus without,Strip location,Distance between strips,,,,,,,,,,,,,,,,,,,,,Biodiversity (terrestrial),"Carabid beetle abundance, movement, activity density",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21985912,Zangger (1994),Increasing the availability of food and the reproduction of Poecilus cupreus in a cereal field by strip-management,1994,1990-1994,http://scholar.google.co.uk/scholar?q=Increasing+the+availability+of+food+and+the+reproduction+of+Poecilus+cupreus+in+a+cereal+field+by+st&btnG=&hl=en&as_sdt=0%2C5,Field strip,Not stated,Not stated,Not stated,not stated,not stated,,Manipulative,<1,2,Plot scale,,,,,,,Q2,Q3,,,Conventional,,,,,Cropped fields (arable),winter rye,,,,,,,,,,,,,,,Wildflowers,,,,,,,,Other (please specify),weeds,,,Within field,Field edge,,,Unmanaged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,Within weed strip vs between weed strip (within cereal area) vs within cereal field,,,,,,,,,,,,,Pest control,"Activity density, body mass, elytra length and condition factor value of Poecilus cupreus. Percentage of female and males with an empty midgut but with food remnents in crop and hindgut. Crop fullness and statiation of Poecilus cupreus, sex ratio, number of eggs in ovaries and number of eggs laid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pest regulation,,,,,,Biodiversity,,
25061377,Sara (2010),"Bird species diversity in riparian buffers, row crop fields, and grazed pastures within agriculturally dominated watersheds",2010,2010-2014,"http://scholar.google.co.uk/scholar?q=Bird+species+diversity+in+riparian+buffers,+row+crop+fields,+and+grazed+pastures+within+agricultural&btnG=&hl=en&as_sdt=0%2C5",Riparian buffer,USA,"Iowa, USA","Bear Creek and Long Dick Creek, Hamilton and Story counties, Iowa",42.182677,-93.501316,Observational,,<1,Various,,,,Catchment scale,Regional scale,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,"""All buffers were composed of three zones; a managed tree zone adjacent to the stream followed by a shrub zone and a native grass/forb zone adjacent to the crop field""",,,Shrubs,"""All buffers were composed of three zones; a managed tree zone adjacent to the stream followed by a shrub zone and a native grass/forb zone adjacent to the crop field""",,,Trees,"""All buffers were composed of three zones; a managed tree zone adjacent to the stream followed by a shrub zone and a native grass/forb zone adjacent to the crop field""",,,,,,,Riparian,,,,,,,,,,,,,,Sown/planted,,,,,,,,Strip presence,Buffers versus row crops planted as close as possible to the stream edge,,,,,,,,,,,,,Other (please specify),"Age: ""The 14+ year-old buffer was planted to approximately 18 m on each side of the stream; however, there is a large center section between the original channel and a newly forming channel covered by native warm-season grass, forbs, and invading small willows. The combined width of this buffer is close to 100 m in some locations. The 9- and 2-year old buffers were planted to approximately 46 m on either side of the stream for a total width of 92 m.""",,,,,,,,,Biodiversity (terrestrial),"Bird species richness, diversity and abundance, vegetation stratification",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
27263691,Bellet (2013),"From cultural to supporting ecosystem services, the value of shelterbelts to prairie agriculture, Canada",2013,2010-2014,"http://scholar.google.co.uk/scholar?q=From+cultural+to+supporting+ecosystem+services,+the+value+of+shelterbelts+to+prairie+agriculture,+Ca&btnG=&hl=en&as_sdt=0%2C5",Shelterbelt,Canada,"Manitoba, Canada","Stanley, Manitoba",49.121025,-98.112194,Observational,,<1,25-30,,Field scale,,,,,,,,Q4,,,,Not described,,,Cropped fields (arable),"potatoes, combined with a rotation of wheat, canola and corn ",,,,,,,,,,,,,,,,,,,,,Trees,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,Strip presence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,"Perceived importance of and connectedness to shelterbelts, perceived risks of shelterbelt removal, perceived risks from shelterbelts, willingness to pay for shelterbelts, perceived cultural values of shelterbelts, awareness of shelterbelt functions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spiritual and inspirational,,Aesthetic,,,,
27563234,Boutin (2001),Comparing weed composition in natural and planted hedgerows and in herbaceous field margins adjacent to crop fields,2001,2000-2004,http://scholar.google.co.uk/scholar?q=Comparing+weed+composition+in+natural+and+planted+hedgerows+and+in+herbaceous+field+margins+adjacent&btnG=&hl=en&as_sdt=0%2C5,"Hedgerow, field margin",Canada,"Québec, Canada","Southwestern Canada (45 40 N, 72 40 W)",45.666667,-72.666631,Observational,,<1,Not stated,Plot scale,,,,,,,,Q3,,,Conventional,,,,,Cropped fields (arable),Corn,,,,,,,,,,,,,,,,,Shrubs,,,,Trees,,Other (please specify),Herbaceous vegetation,,,,Field edge,,,,,,,,,,,,,,,Sown/planted,,,,,,Not described,,,,,,,,,,,,Vegetation type,"Natural hedgerows with trees, natural hedgerows with shrubs, planted hedgerows with shrubs, herbaceous field margins",,,,,Transect into field/across vegetative strip,,,,,,,,Biodiversity (terrestrial),"Noxious weed, other weed, non weed abundance, species richness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
27971224,De Cauwer (2005),Biodiversity and agro-ecology in field margins,2005,2005-2009,http://scholar.google.co.uk/scholar?q=Biodiversity+and+agro-ecology+in+field+margins&btnG=&hl=en&as_sdt=0%2C5,Field margin,Belgium,Belgium,"Beernem (51 09 N, 3 20 E), West Flanders",51.150001,3.333331,,Manipulative,4,4,Plot scale,,,,,,,,Q3,Q4,,,Organic,,,,Cropped fields (arable),"Beet, alfalfa",,,,,,,,,,,,,Grasses,"Seeded with Lolium perenne, Arrhenatherium elatius, Dactylis glomerata, and Festuca arundinacea",,,,,,,,,Other (please specify),"""annual and perennial forbs from dry to moist grassland and perennial forbs thriving in nutrient rich soils""",,,,Field edge,,,,,,,Soil disturbed,"""harrowing superficially (to a depth of 4cm)""",Cut,Cut twice per year with removal of cuttings,,,Harvested,Cuttings removed,Sown/planted,,,,,,,,,,Strip location,Shaded (North) versus unshaded (South) side of a margin,,,,,Strip management,Before and after disturbance (soil disturbed by harrowing to 4cm),,,,,,,Transect into field/across vegetative strip,,,,,,,,Biodiversity (terrestrial),"Plant species diversity and composition, and percentage uncovered area, insect abundance, diversity and species richness",,,,,,,,,,,,,,,,,,,Water loss/retention,Soil moisture content,,,,,,,,,,,,,,,,,,,,,,,,,Light,Photosynthetically active radiation,,,,,,,,,,,,,,,Hydrological regimes,,,,,,,,,,Biodiversity,,
27990156,Allaire (2015),Potential efficiency of riparian vegetated buffer strips in intercepting soluble compounds in the presence of subsurface preferential flows,2015,2015-2016,http://scholar.google.co.uk/scholar?q=Potential+efficiency+of+riparian+vegetated+buffer+strips+in+intercepting+soluble+compounds+in+the+pr&btnG=&hl=en&as_sdt=0%2C5,Riparian vegetated buffer strip,Canada,"Québec, Canada","Bras d’Henri watershed (4628'51.5"" N, 7113'03.9""W)",46.4800972,-71.21775,Observational,,2,7,,Field scale,,,,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),"Cerals, corn, soya, oats, alfalfa",,,,,,,,,,,,,Grasses,"including Calamagrostis canadensis sp., Phalaris arundinacea L., A gropyronrepens (L.) Beauv, ",,,,,,,,,Other (please specify),"Elymus repens, Taraxacum officinale",,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,Downstream creek vs lysimeter vs artificial drain vs soil,,,,,,,,,,,,,,,,,,,,,,,Water chemistry/quality (not N/P),Concentration of soluble tracers in water and soil,,,Water loss/retention,Estimation of the shortest time required for water and tracers to reach the B horizon in the middle of the buffer strip/creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hydrological regimes,Pollution control,,,,Nutrient cycling,,,,,,,
27990158,Benoit (1999),Isoproturon sorption and degradation in a soil from grassed buffer strip,1999,1995-1999,http://scholar.google.co.uk/scholar?q=Isoproturon+sorption+and+degradation+in+a+soil+from+grassed+buffer+strip&btnG=&hl=en&as_sdt=0%2C5,Grassed buffer strip,France,France,"La Jailliere, Loire Atlantique",47.451638,-0.966257,,Manipulative,<1,5,Plot scale,,,,,,,Q2,,,,Conventional,,,,,Cropped fields (arable),Winter wheat (Triticum aestivum L.),,,,,,,,,,,,,Grasses,Perennial ryegrass (Lolium perenne L.),,,,,,,,,,,,,,Field edge,,,,,,,,,Cut,2 or 3 times per year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,Grassed strip vs cultivated plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pesticides,"Sorption and desorption of isoproturon, kinetics of mineralisation, degradation and bound residues of isoproturon, kinetics of non-extractable bound residues, extractability of C14 residues",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pollution control,,,,,,,,,,,
27990159,Bergfur (2012),The Tarland Catchment Initiative and its effect on stream water quality and macroinvertebrate indices,2012,2010-2014,http://scholar.google.co.uk/scholar?q=The+Tarland+Catchment+Initiative+and+its+effect+on+stream+water+quality+and+macroinvertebrate+indice&btnG=&hl=en&as_sdt=0%2C5,Buffer strip,UK,UK,Tarland Burn catchment,57.116524,-2.84387,,Manipulative,8,03-Oct,,,,Catchment scale,,,Q1,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),,,,,,,,Grassland,Improved grassland,,,,,,,,,,,,,,,,,Not described,,,,Riparian,,,,,,,,,,,,,,Sown/planted,,,,Managed (other),Fenced,,,Strip presence,"Before versus after installation, with versus without buffer",,,,,,,,,,,,,,,,,,,,,,,Biodiversity (terrestrial),"Macroinvertebrate species richness and abundance, indices (average score per taxa, british monitoring working party index)",,,,,,,Nutrients N,Stream water ammonium and nitrate,Nutrients P,Stream water soluble reactive phosphorus,Soil loss/retention,Stream water suspended solids,,,Water chemistry/quality (not N/P),"pH, electrical conductivity",,,Water loss/retention,Stream discharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hydrological regimes,Pollution control,Erosion protection,,,Nutrient cycling,,,,,Biodiversity,,
27990160,Bharati (1997),"Infiltration in a Coland clay loam under a six-year old multi-species riparian buffer strip, cultivated row crops and continuously grazed pasture",1997,1995-1999,"http://scholar.google.co.uk/scholar?q=Infiltration+in+a+Coland+clay+loam+under+a+six-year+old+multi-species+riparian+buffer+strip,+cultiva&btnG=&hl=en&as_sdt=0%2C5",Riparian buffer strip,USA,"Iowa, USA","Bear Creek, Story County",42.182677,-93.501316,Observational,,<1,5,,,Farm scale,,,,,Q2,Q3,Q4,,,,Not described,Livestock,,Cropped fields (arable),"Corn, soybean",,,,,,,,,,,,,Grasses,"cool season grass pasture strips, switchgrass (Panicurn virgaturn 1.)",,,Shrubs,red-osier dogwood (Comus stolonifera Michx.) and a row of ninebark (Physocarpus opulifolius L.).,,,Trees,"poplar hybrid (Populus X euramericana ""Eugenei""), green ash (Fraxinus pennsylvanica Marsh.), silver maple (Acer saccharinum L.) with a row of black walnut (Juglans nigra L.)",,,,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,Vegetation type,silver maple vs switchgrass vs control cool season pasture grass vs corn rows vs corn interrows vs bean rowsvs bean interrows vs continuously grazed pasture.,,,,,,,,,,,,,,,,,,,,,Nutrients N,Percent of soil organic N ,,,,,"Soil/sediment (chemical, not N/P)",Percent of soil organic C,,,Soil/sediment (physical),"Mean particle size, soil bulk density",Water loss/retention,"Infiltration rate, cumulative infiltration, gravimetric moisture content",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hydrological regimes,Pollution control,,,,Nutrient cycling,,,,,,,Soil formation
27990162,Bishaw (2002),Riparian forest buffers on agricultural lands in the Oregon Coast Range: Beaver creek riparian project as a case study,2002,2000-2004,http://scholar.google.co.uk/scholar?q=Riparian+forest+buffers+on+agricultural+lands+in+the+Oregon+Coast+Range:+Beaver+creek+riparian+proje&btnG=&hl=en&as_sdt=0%2C5,Riparian forest buffer,USA,"Oregon, USA","Beaver Creek, Newport",44.636784,-124.05345,,Manipulative,5,5,,Field scale,,,,,,,Q3,,,Conventional,,,Livestock,Cattle,,,,,,,,,,,,,,,,,,,,,,,Trees,Red alder,,,,,,,Riparian,,,,,,,,,,,,,,Sown/planted,,,,Managed (other),Fenced,,,Strip presence,Unsprayed and unplanted control versus sprayed and planted (trees) buffer,,,Strip type (dimension),"1, 3 or 6 rows of trees wide",,,Strip management,Sprayed versus unsprayed (glyphosate before tree planting),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Economic (farming),Costs of buffer management,,,,,,,,,,,,,,,,,,,,,,,Light,Percentage shade cast from trees,,,,,,,Organism physiology/condition,"Tree damage (percent undamaged), height, diameter at breast height, survival",,,,,,,,,,,,,,,,,Biodiversity,,
27990163,Blanco-Canqui (2004),Grass barriers for reduced concentrated flow induced soil and nutrient loss,2004,2000-2004,http://scholar.google.co.uk/scholar?q=Grass+barriers+for+reduced+concentrated+flow+induced+soil+and+nutrient+loss&btnG=&hl=en&as_sdt=0%2C5,Grass barrier,USA,"Missouri, USA","Bradford Research and Extension Center, 17 km east of Columbia",38.892938,-92.200954,,Manipulative,<1,1,Plot scale,,,,,,,,Q3,,,Conventional,,,,,Cropped fields (arable),Continuous cultivated fallow,,,,,,,,,,,,,Grasses,Switchgrass,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,Strip type (dimension),Filter strip width,Strip type (structure),Presence of concentrated flow above grass barrier,,,,,,,,,,,,,,,,,,,,,,,,,Nutrients N,"Sediment organic nitrogen, nitrate, ammonium",Nutrients P,"Sediment phosphate, particulate phosphorus",Soil loss/retention,Sediment mass,"Soil/sediment (chemical, not N/P)",Sediment magnesium,,,,,Water loss/retention,Runoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hydrological regimes,Pollution control,Erosion protection,,,Nutrient cycling,,,,,,,
27990164,Borin (2004),Performance of a narrow buffer strip in abating agricultural pollutants in the shallow subsurface water flux,2004,2000-2004,http://scholar.google.co.uk/scholar?q=Performance+of+a+narrow+buffer+strip+in+abating+agricultural+pollutants+in+the+shallow+subsurface+wa&btnG=&hl=en&as_sdt=0%2C5,Buffer strip,Italy,Italy ,"Marano, province of Venice (45 degrees 27' N, 12 degress 07'E) ",45.450126,12.11671,Observational,,2,Not stated,,,Farm scale,,,,Q1,Q2,Q3,,,Conventional,,,,,Cropped fields (arable),"Maize, winter wheat",,,,,,,,,,,,,Grasses,,,,,,,,Trees,Old woodland vegetation,,,,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,Field vs field-grass strip border vs grass strip-tree row border vs buffer exit,,,,,,,,,,,,,,,,,Nutrients P,PO4-P in soil water,,,,,,,,,,,,,,,Pesticides,"Alachlor, Nicosulfuron, Linuron, Pendimethalin and Terbuthylazine concentrations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pollution control,,,,Nutrient cycling,,,,,,,
