"","article_id","region","title","authors","hazard","response","sdgs","actor"
"740",6714565,"Africa","Perception and adaptation strategies of rural people against the adverse effects of climate variability: A case study of Boset District, East Shewa, Ethiopia","Moroda, GT; Tolossa, D; Semie, N"," Drought||| Precipitation variability||| Increased frequency and intensity of extreme heat"," Ecosystem-based||| Technological/infrastructural"," Food security"," Individuals or households"
"741",6714567," Asia","Micro-level perception to climate change and adaptation issues: A prelude to mainstreaming climate adaptation into developmental landscape in India","Singh, NP; Anand, B; Khan, MA"," Drought||| Precipitation variability||| Other1||| Increased frequency and intensity of extreme heat||| Extreme precipitation and inland flooding","Behavioural/cultural||| Technological/infrastructural||| Ecosystem-based"," Food security||| Work and economic growth|||Poverty||| Education||| Health & wellbeing||| Consumption & production"," Individuals or households||| Private sector SMEs||| Civil Society- sub-national or local||| Local government||| National government"
"742",6714568," Asia","Are farmers' adaptations enhancing food production? Evidence from China","Wang, YJ; Chen, XH"," General climate impacts||| Drought||| Extreme precipitation and inland flooding||| Precipitation variability"," Technological/infrastructural|||Behavioural/cultural"," Food security"," Individuals or households"
"743",6714569," Asia","Climate change-induced hazards and local adaptations in agriculture: a study from Koshi River Basin, Nepal","Hussain, A; Rasul, G; Mahapatra, B; Wahid, S; Tuladhar, S"," Drought||| Extreme precipitation and inland flooding"," Technological/infrastructural|||Behavioural/cultural"," Food security"," Individuals or households"
"744",6714571," Asia","Adapting agriculture to the drought hazard in rural China: household strategies and determinants","Jin, JJ; Wang, WY; Wang, XM"," Drought||| Increased frequency and intensity of extreme heat||| Precipitation variability"," Technological/infrastructural|||Behavioural/cultural"," Food security||| Work and economic growth||| No information or not assessed2"," Individuals or households"
"745",6714573,"Africa","Perceptions of the effects of floods and droughts on livelihoods: lessons from arid Kenya","Quandt, A; Kimathi, YA"," Drought||| Extreme precipitation and inland flooding||| General climate impacts","Behavioural/cultural||| Ecosystem-based"," Food security|||Poverty"," Individuals or households||| Local government"
"746",6714574," Asia","Trees and agroforestry for coping with extreme weather events: experiences from northern and central Viet Nam","Simelton, E; Dam, BV; Catacutan, D"," Drought||| Extreme precipitation and inland flooding||| Increased frequency and intensity of extreme heat||| General climate impacts","Behavioural/cultural||| Technological/infrastructural||| Ecosystem-based"," Consumption & production||| Food security"," Individuals or households||| Sub-national government||| National government"
"747",6714575,"Africa","Climate risk adaptation by smallholder farmers: the roles of trees and agroforestry","Lasco, RD; Delfino, RJP; Catacutan, DC; Simelton, ES; Wilson, DM"," General climate impacts"," Ecosystem-based"," Consumption & production||| Health & wellbeing||| Food security||| Sustainable cities & communities|||Poverty"," Individuals or households"
"748",6714577,"Africa","How to Effectively Enhance Sustainable Livelihoods in Smallholder Systems: A Comparative Study from Western Kenya","Fuchs, LE; Orero, L; Namoi, N; Neufeldt, H"," Precipitation variability||| Drought"," Ecosystem-based||| Institutional|||Behavioural/cultural"," Food security||| Consumption & production||| Health & wellbeing||| Work and economic growth|||Poverty"," Individuals or households||| Local government||| Civil Society- international/multinational/national"
"749",6714578,"Africa","Impact of sedentarization program on the livelihood and food security of Ethiopian pastoralists","Haji, J; Legesse, B"," General climate impacts||| Precipitation variability||| Extreme precipitation and inland flooding","Behavioural/cultural","Poverty||| Food security||| Work and economic growth"," Individuals or households||| National government"
"750",6714579," Asia","Adaptation to climate change: historical evidence from the Indian monsoon","Taraz, V"," Extreme precipitation and inland flooding||| Precipitation variability||| Drought"," Technological/infrastructural|||Behavioural/cultural"," Food security|||Poverty"," Individuals or households"
"751",6714580,"Africa","Responses of sub-Saharan smallholders to climate change: Strategies and drivers of adaptation","de Jalon, SG; Iglesias, A; Neumann, MB"," General climate impacts||| Precipitation variability||| Drought||| Extreme precipitation and inland flooding"," Technological/infrastructural||| Ecosystem-based|||Behavioural/cultural"," Education||| Food security||| Work and economic growth|||Poverty"," Individuals or households"
"752",6714581," Asia","Perception of Climate Change and Impact on Land Allocation and Income: Empirical Evidence from Vietnam's Delta Region","Mishra, AK; Pede, VO; Barboza, GA"," Drought||| General climate impacts||| Precipitation variability||| Extreme precipitation and inland flooding"," Technological/infrastructural"," Consumption & production"," Individuals or households||| Civil Society- international/multinational/national"
"753",6714582," Asia","Climate change adaptation measure on agricultural communities of Dhye in Upper Mustang, Nepal","Prasain, S"," Drought||| Precipitation variability||| Other1","Behavioural/cultural||| Institutional"," Health & wellbeing||| Food security||| Sustainable cities & communities"," Individuals or households"
"754",6714584,"Africa","Farm-level adaptation to climate and environmental changes: a triple hurdle model of coping strategies","Sene, LM"," Drought||| General climate impacts","Behavioural/cultural||| Technological/infrastructural||| Ecosystem-based"," Work and economic growth||| Food security"," Individuals or households"
"755",6714585,"Africa","Assessing newly introduced climate change adaptation strategy packages among rural households: Evidence from Kaou local government area, Tahoua State, Niger Republic","Tabbo, AM; Amadou, Z"," General climate impacts"," Institutional||| Technological/infrastructural|||Behavioural/cultural||| Ecosystem-based"," Consumption & production||| Health & wellbeing|||Poverty||| Work and economic growth||| Sustainable cities & communities||| Food security"," Individuals or households||| Civil Society- international/multinational/national"
"756",6714586,"Africa","Adaptation measures to sustain indigenous practices and the use of indigenous knowledge systems to adapt to climate change in Mutoko rural district of Zimbabwe","Mugambiwa, SS"," Precipitation variability||| Drought||| Increased frequency and intensity of extreme heat||| General climate impacts","Behavioural/cultural||| Ecosystem-based"," Food security||| Health & wellbeing||| Consumption & production|||Poverty||| Clean water & sanitation"," Individuals or households"
"757",6714587,"Africa","Climate change adaptation constraints among smallholder farmers in rural households of central region of Ghana","Osei, S."," Precipitation variability","Behavioural/cultural||| Ecosystem-based"," Food security|||Poverty||| Work and economic growth||| Other2"," Individuals or households"
"758",6714588," Asia","Policy support, social capital, and farmers' adaptation to drought in China","Chen, H; Wang, JX; Huang, JK"," Drought"," Technological/infrastructural|||Behavioural/cultural"," Food security|||Poverty||| Sustainable cities & communities||| Health & wellbeing||| Work and economic growth||| Consumption & production"," Individuals or households||| National government||| Private sector corporations||| Local government||| Civil Society- sub-national or local"
"759",6714590,"Africa","Camel management as an adaptive strategy to climate change by pastoralists in southern Ethiopia","Wako, G.; Tadesse, M.; Angassa, A."," Drought||| General climate impacts||| Other1||| Increased frequency and intensity of extreme heat||| Precipitation variability","Behavioural/cultural||| Ecosystem-based"," Consumption & production||| Food security|||Poverty"," Individuals or households"
"760",6714592," Asia","Climate change, vulnerability and adaptation experiences of farmers in Al-Suwayq Wilayat, Sultanate of Oman","Choudri, BS; Al-Busaidi, A; Ahmed, M"," Drought||| Precipitation variability||| Increased frequency and intensity of extreme heat||| Extreme precipitation and inland flooding||| General climate impacts"," Technological/infrastructural||| Institutional||| Ecosystem-based|||Behavioural/cultural"," Food security|||Poverty||| Work and economic growth||| Consumption & production"," Individuals or households||| National government||| Civil Society- sub-national or local||| Civil Society- international/multinational/national"
"761",6714593,"Africa","Effects of climate change on a peri-urban farming community in Lagos, Nigeria","Lawanson, T.; Orelaja, O.; Simire, M."," General climate impacts||| Extreme precipitation and inland flooding||| Increased frequency and intensity of extreme heat","Behavioural/cultural"," Sustainable cities & communities||| Food security||| Other2||| No information or not assessed2"," Individuals or households"
